chunk_id,doc_id,chunk_text,effective_date,exported_at
access_control_sop_23_998d004247cffc92,access_control_sop,Level 1 Read Only: phê duyệt bởi Line Manager. Thời gian xử lý: 1 ngày làm việc. Áp dụng cho nhân viên mới 30 ngày đầu.,2026-01-01,2026-06-10T05:53:51.007163+00:00
access_control_sop_24_adbaf3dd28e841bf,access_control_sop,Level 3 Elevated Access: phê duyệt bởi Line Manager + IT Admin + IT Security. Thời gian xử lý: 3 ngày làm việc.,2026-01-01,2026-06-10T05:53:51.007163+00:00
access_control_sop_25_9af4e446d3845b3f,access_control_sop,Escalation khẩn cấp: On-call IT Admin cấp quyền tạm thời max 24 giờ sau khi được Tech Lead phê duyệt.,2026-01-01,2026-06-10T05:53:51.007163+00:00
hr_leave_policy_26_1ce956472773ebd8,hr_leave_policy,Nhân viên từ 3 đến 5 năm kinh nghiệm được 15 ngày phép năm theo chính sách 2026.,2026-01-01,2026-06-10T05:53:51.007163+00:00
hr_leave_policy_27_0786aad719af008b,hr_leave_policy,Nhân viên trên 5 năm kinh nghiệm được 18 ngày phép năm theo chính sách 2026.,2026-01-01,2026-06-10T05:53:51.007163+00:00
hr_leave_policy_28_aa2e6b7804fb2c69,hr_leave_policy,Nghỉ ốm: 10 ngày/năm có trả lương. Cần giấy tờ y tế nếu nghỉ trên 3 ngày liên tiếp.,2026-01-01,2026-06-10T05:53:51.007163+00:00
hr_leave_policy_29_f4c91285b25d7558,hr_leave_policy,Tối đa 5 ngày phép năm chưa dùng được chuyển sang năm tiếp theo.,2026-01-01,2026-06-10T05:53:51.007163+00:00
hr_leave_policy_30_dc9be8b35e94e1b0,hr_leave_policy,Remote work: sau probation tối đa 2 ngày/tuần. Ngày onsite bắt buộc: Thứ 3 và Thứ 5.,2026-01-01,2026-06-10T05:53:51.007163+00:00
sla_p1_2026_31_e57ec17b61eb9739,sla_p1_2026,!!!Ticket P1 có SLA phản hồi ban đầu 15 phút và resolution trong 4 giờ.,2025-11-17,2026-06-10T05:53:51.007163+00:00
policy_refund_v4_32_9d0f8fc1ab69f76d,policy_refund_v4,Nội dung không rõ ràng:,2025-10-31,2026-06-10T05:53:51.007163+00:00
policy_refund_v4_33_439234a7b674e24c,policy_refund_v4,Yêu cầu được gửi trong vòng 7 ngày làm việc kể từ thời điểm xác nhận đơn hàng. Nội dung có thể bị trùng do sync lại dữ liệu.,2025-10-26,2026-06-10T05:53:51.007163+00:00
policy_refund_v4_34_407a33b02f6d136d,policy_refund_v4,!!!Yêu cầu hoàn tiền được chấp nhận trong vòng 7 ngày làm việc kể từ xác nhận đơn. [cleaned: stale_refund_window],2025-04-01,2026-06-10T05:53:51.007163+00:00
access_control_sop_35_0582ea3a6b408c92,access_control_sop,IT Security thực hiện access review mỗi 6 tháng. Bất thường báo cáo lên CISO trong 24 giờ.,2025-03-25,2026-06-10T05:53:51.007163+00:00
it_helpdesk_faq_36_9ebab0f7b9a2cd72,it_helpdesk_faq,Tài khoản bị khóa sau 5 lần đăng nhập sai liên tiếp. Chú ý: effective_date không đồng nhất giữa các nguồn.,2025-02-24,2026-06-10T05:53:51.007163+00:00
policy_refund_v4_37_c128a1da15c5bcdc,policy_refund_v4,Yêu cầu được gửi trong vòng 7 ngày làm việc kể từ thời điểm xác nhận đơn hàng. Yêu cầu được gửi trong vòng 7 ngày làm việc kể từ thời điểm xác nhận đơn hàng. Yêu cầu được gửi trong vòng 7 ngày làm việc kể từ thời điểm xác nhận đơn hàng. Yêu cầu được gửi trong vòng 7 ngày làm việc kể từ thời điểm xác nhận đơn hàng. Yêu cầu được gửi trong vòng 7 ngày làm việc kể từ thời điểm xác nhận đơn hàng.,2025-02-19,2026-06-10T05:53:51.007163+00:00
sla_p1_2026_38_cd185b371d0950c2,sla_p1_2026,Phản hồi ban đầu (first response): 15 phút kể từ khi ticket được tạo.,2026-01-15,2026-06-10T05:53:51.007163+00:00
sla_p1_2026_39_98a13b37504f9c23,sla_p1_2026,Xử lý và khắc phục (resolution): 4 giờ.,2026-01-15,2026-06-10T05:53:51.007163+00:00
sla_p1_2026_40_c4077f9bdca91f3b,sla_p1_2026,Escalation: Tự động escalate lên Senior Engineer nếu không có phản hồi trong 10 phút.,2026-01-15,2026-06-10T05:53:51.007163+00:00
sla_p1_2026_41_91b6bc3ffa00dd6c,sla_p1_2026,"Thông báo stakeholder: Ngay khi nhận ticket, update mỗi 30 phút cho đến khi resolve.",2026-01-15,2026-06-10T05:53:51.007163+00:00
sla_p1_2026_42_39406c898c1bbec7,sla_p1_2026,Phản hồi ban đầu: 2 giờ.,2026-01-15,2026-06-10T05:53:51.007163+00:00
sla_p1_2026_43_ea45a148bd7e0bd8,sla_p1_2026,Xử lý và khắc phục: 1 ngày làm việc.,2026-01-15,2026-06-10T05:53:51.007163+00:00
sla_p1_2026_44_ddb93afe5838deb3,sla_p1_2026,Escalation: Tự động escalate sau 90 phút không có phản hồi.,2026-01-15,2026-06-10T05:53:51.007163+00:00
sla_p1_2026_45_3204c2a857b6adaa,sla_p1_2026,Phản hồi ban đầu: 1 ngày làm việc.,2026-01-15,2026-06-10T05:53:51.007163+00:00
sla_p1_2026_46_df8490877ab1fdae,sla_p1_2026,Xử lý và khắc phục: 5 ngày làm việc.,2026-01-15,2026-06-10T05:53:51.007163+00:00
sla_p1_2026_47_b68a17c874ad336a,sla_p1_2026,Phản hồi ban đầu: 3 ngày làm việc.,2026-01-15,2026-06-10T05:53:51.007163+00:00
sla_p1_2026_48_aa091ad8e999896f,sla_p1_2026,Xử lý và khắc phục: Theo sprint cycle (thông thường 2-4 tuần).,2026-01-15,2026-06-10T05:53:51.007163+00:00
sla_p1_2026_49_7d336008865029ec,sla_p1_2026,Kênh thông báo sự cố P1: Slack #incident-p1 và email incident@company.internal.,2026-01-15,2026-06-10T05:53:51.007163+00:00
