chunk_id,doc_id,chunk_text,effective_date,exported_at
sla_p1_2026_16_510aa796c6d1eeaf,sla_p1_2026,"Ticket P1: Thông báo stakeholder: Ngay khi nhận ticket, update mỗi 30 phút cho đến khi resolve.",2026-01-15,2026-06-10T10:02:04.845817+00:00
sla_p1_2026_17_a8b9b5a6a1e23f1a,sla_p1_2026,Ticket P2: Phản hồi ban đầu: 2 giờ.,2026-01-15,2026-06-10T10:02:04.845817+00:00
sla_p1_2026_18_47c7fd00cbe7a57d,sla_p1_2026,Ticket P2: Xử lý và khắc phục: 1 ngày làm việc.,2026-01-15,2026-06-10T10:02:04.845817+00:00
sla_p1_2026_19_a314ee27e23e545b,sla_p1_2026,Ticket P2: Escalation: Tự động escalate sau 90 phút không có phản hồi.,2026-01-15,2026-06-10T10:02:04.845817+00:00
sla_p1_2026_20_247f400addbd1ee3,sla_p1_2026,Ticket P3: Phản hồi ban đầu: 1 ngày làm việc.,2026-01-15,2026-06-10T10:02:04.845817+00:00
sla_p1_2026_21_2172a9cee29a6394,sla_p1_2026,Ticket P3: Xử lý và khắc phục: 5 ngày làm việc.,2026-01-15,2026-06-10T10:02:04.845817+00:00
sla_p1_2026_22_6c176d17e32110c2,sla_p1_2026,Ticket P4: Phản hồi ban đầu: 3 ngày làm việc.,2026-01-15,2026-06-10T10:02:04.845817+00:00
sla_p1_2026_23_398ec1a004b2c1a8,sla_p1_2026,Ticket P4: Xử lý và khắc phục: Theo sprint cycle (thông thường 2-4 tuần).,2026-01-15,2026-06-10T10:02:04.845817+00:00
sla_p1_2026_24_9e34e6eaa1f43401,sla_p1_2026,Ticket P1 có SLA phản hồi ban đầu 15 phút và resolution trong 4 giờ.,2026-01-15,2026-06-10T10:02:04.845817+00:00
sla_p1_2026_25_49440d40684f0960,sla_p1_2026,Escalation P1: tự động escalate lên Senior Engineer nếu không có phản hồi trong 10 phút.,2026-01-15,2026-06-10T10:02:04.845817+00:00
sla_p1_2026_26_cba78e26cf2407ee,sla_p1_2026,Thông báo stakeholder P1: update mỗi 30 phút cho đến khi resolve.,2026-01-15,2026-06-10T10:02:04.845817+00:00
sla_p1_2026_27_96bd5c3cbce7be4e,sla_p1_2026,Kênh thông báo sự cố P1: Slack #incident-p1 và email incident@company.internal.,2026-01-15,2026-06-10T10:02:04.845817+00:00
it_helpdesk_faq_28_b234d5a750166821,it_helpdesk_faq,Quên mật khẩu: truy cập SSO portal hoặc liên hệ Helpdesk ext. 9000. Mật khẩu mới gửi qua email trong vòng 5 phút.,2026-01-20,2026-06-10T10:02:04.845817+00:00
it_helpdesk_faq_29_50af28febf4cd409,it_helpdesk_faq,Tài khoản bị khóa sau 5 lần đăng nhập sai liên tiếp.,2026-01-20,2026-06-10T10:02:04.845817+00:00
it_helpdesk_faq_30_0d7aa1fd6f44e447,it_helpdesk_faq,Mật khẩu phải được thay đổi mỗi 90 ngày. Hệ thống nhắc nhở 7 ngày trước khi hết hạn.,2026-01-20,2026-06-10T10:02:04.845817+00:00
it_helpdesk_faq_31_927d4dd2472cef84,it_helpdesk_faq,Công ty sử dụng Cisco AnyConnect. Download tại https://vpn.company.internal/download.,2026-01-20,2026-06-10T10:02:04.845817+00:00
it_helpdesk_faq_32_a670464bf57fd120,it_helpdesk_faq,"Kiểm tra kết nối Internet trước. Nếu vẫn lỗi, tạo ticket P3 với log file VPN đính kèm.",2026-01-20,2026-06-10T10:02:04.845817+00:00
it_helpdesk_faq_33_d259db5835c40c40,it_helpdesk_faq,Mỗi tài khoản được kết nối VPN trên tối đa 2 thiết bị cùng lúc.,2026-01-20,2026-06-10T10:02:04.845817+00:00
it_helpdesk_faq_34_b1208283588ff5df,it_helpdesk_faq,Gửi yêu cầu qua Jira project IT-SOFTWARE. Line Manager phải phê duyệt trước khi IT cài đặt.,2026-01-20,2026-06-10T10:02:04.845817+00:00
it_helpdesk_faq_35_1d4eb68a880e3b23,it_helpdesk_faq,IT Procurement team quản lý tất cả license. Nhắc nhở sẽ được gửi 30 ngày trước khi hết hạn.,2026-01-20,2026-06-10T10:02:04.845817+00:00
it_helpdesk_faq_36_c0c91fae42c22fb0,it_helpdesk_faq,Laptop mới được cấp trong ngày onboarding đầu tiên. Liên hệ HR hoặc IT Admin nếu có vấn đề.,2026-01-20,2026-06-10T10:02:04.845817+00:00
it_helpdesk_faq_37_528c6c6289b65541,it_helpdesk_faq,Tạo ticket P2 hoặc P3 tùy mức độ nghiêm trọng. Mang thiết bị đến IT Room (tầng 3) để kiểm tra.,2026-01-20,2026-06-10T10:02:04.845817+00:00
it_helpdesk_faq_38_89e1df5e9e14d027,it_helpdesk_faq,Dung lượng hộp thư tiêu chuẩn là 50GB. Nếu đầy có thể xóa email cũ hoặc yêu cầu tăng dung lượng qua ticket IT-ACCESS.,2026-01-20,2026-06-10T10:02:04.845817+00:00
it_helpdesk_faq_39_42ddc608ab6dfa77,it_helpdesk_faq,"Kiểm tra thư mục Spam trước. Nếu vẫn không có, tạo ticket P2 kèm địa chỉ email gửi và thời gian gửi.",2026-01-20,2026-06-10T10:02:04.845817+00:00
it_helpdesk_faq_40_e7dd2bd968c3e036,it_helpdesk_faq,"Hotline: ext. 9000 (8:00 - 18:00, Thứ 2 - Thứ 6)",2026-01-20,2026-06-10T10:02:04.845817+00:00
it_helpdesk_faq_41_787e98a25a5e9ff0,it_helpdesk_faq,Email: helpdesk@company.internal,2026-01-20,2026-06-10T10:02:04.845817+00:00
it_helpdesk_faq_42_afdb6f02a0fbfe36,it_helpdesk_faq,Jira: project IT-SUPPORT,2026-01-20,2026-06-10T10:02:04.845817+00:00
it_helpdesk_faq_43_5d185a0361865b63,it_helpdesk_faq,Slack: #it-helpdesk,2026-01-20,2026-06-10T10:02:04.845817+00:00
it_helpdesk_faq_44_596856855d91f984,it_helpdesk_faq,Emergency (ngoài giờ): ext. 9999,2026-01-20,2026-06-10T10:02:04.845817+00:00
it_helpdesk_faq_45_a14876cc24900405,it_helpdesk_faq,VPN: mỗi tài khoản được kết nối tối đa 2 thiết bị cùng lúc. Phần mềm sử dụng: Cisco AnyConnect.,2026-01-20,2026-06-10T10:02:04.845817+00:00
hr_leave_policy_46_fa1da1def5ee4f98,hr_leave_policy,Số ngày: 12 ngày/năm cho nhân viên dưới 3 năm kinh nghiệm.,2026-01-01,2026-06-10T10:02:04.845817+00:00
hr_leave_policy_47_236c22c3e81962a3,hr_leave_policy,Số ngày: 15 ngày/năm cho nhân viên từ 3-5 năm kinh nghiệm.,2026-01-01,2026-06-10T10:02:04.845817+00:00
hr_leave_policy_48_8bf2223f61a497b6,hr_leave_policy,Số ngày: 18 ngày/năm cho nhân viên trên 5 năm kinh nghiệm.,2026-01-01,2026-06-10T10:02:04.845817+00:00
hr_leave_policy_49_1cf4d155fb11cb7b,hr_leave_policy,Chuyển năm sau: Tối đa 5 ngày phép năm chưa dùng được chuyển sang năm tiếp theo.,2026-01-01,2026-06-10T10:02:04.845817+00:00
hr_leave_policy_50_050b7049d51b952d,hr_leave_policy,Số ngày: 10 ngày/năm có trả lương.,2026-01-01,2026-06-10T10:02:04.845817+00:00
hr_leave_policy_51_7ff7fd3bdd93c934,hr_leave_policy,Yêu cầu: Thông báo cho Line Manager trước 9:00 sáng ngày nghỉ.,2026-01-01,2026-06-10T10:02:04.845817+00:00
hr_leave_policy_52_12b2856ed33e0098,hr_leave_policy,Nếu nghỉ trên 3 ngày liên tiếp: Cần giấy tờ y tế từ bệnh viện.,2026-01-01,2026-06-10T10:02:04.845817+00:00
hr_leave_policy_53_89c5b06ef5fee6aa,hr_leave_policy,Nghỉ sinh con: 6 tháng theo quy định Luật Lao động.,2026-01-01,2026-06-10T10:02:04.845817+00:00
hr_leave_policy_54_0780a0b7ef0b3a82,hr_leave_policy,Nghỉ nuôi con nhỏ: 1 tiếng/ngày trong 12 tháng đầu sau sinh.,2026-01-01,2026-06-10T10:02:04.845817+00:00
hr_leave_policy_55_d774225a043e8ed5,hr_leave_policy,Bước 1: Nhân viên gửi yêu cầu nghỉ phép qua hệ thống HR Portal (https://hr.company.internal) ít nhất 3 ngày làm việc trước ngày nghỉ.,2026-01-01,2026-06-10T10:02:04.845817+00:00
hr_leave_policy_56_466a5691b40fb5d3,hr_leave_policy,Bước 2: Line Manager phê duyệt hoặc từ chối trong vòng 1 ngày làm việc.,2026-01-01,2026-06-10T10:02:04.845817+00:00
hr_leave_policy_57_75006f93231d119a,hr_leave_policy,Bước 3: Nhân viên nhận thông báo qua email sau khi được phê duyệt.,2026-01-01,2026-06-10T10:02:04.845817+00:00
hr_leave_policy_58_9798b14d02c72216,hr_leave_policy,Ngày thường: 150% lương giờ tiêu chuẩn.,2026-01-01,2026-06-10T10:02:04.845817+00:00
hr_leave_policy_59_aa1822217b88b257,hr_leave_policy,Ngày cuối tuần: 200% lương giờ tiêu chuẩn.,2026-01-01,2026-06-10T10:02:04.845817+00:00
hr_leave_policy_60_bed31ab00298cb61,hr_leave_policy,Ngày lễ: 300% lương giờ tiêu chuẩn.,2026-01-01,2026-06-10T10:02:04.845817+00:00
hr_leave_policy_61_165421b701c2532d,hr_leave_policy,Nhân viên sau probation period có thể làm remote tối đa 2 ngày/tuần.,2026-01-01,2026-06-10T10:02:04.845817+00:00
hr_leave_policy_62_423e206eae9f08c8,hr_leave_policy,Team Lead phải phê duyệt lịch remote qua HR Portal.,2026-01-01,2026-06-10T10:02:04.845817+00:00
hr_leave_policy_63_2d76d39cba8d37df,hr_leave_policy,Ngày onsite bắt buộc: Thứ 3 và Thứ 5 theo lịch team.,2026-01-01,2026-06-10T10:02:04.845817+00:00
hr_leave_policy_64_09b3718a05a3d690,hr_leave_policy,Kết nối VPN bắt buộc khi làm việc với hệ thống nội bộ.,2026-01-01,2026-06-10T10:02:04.845817+00:00
hr_leave_policy_65_cb9dffcce3247bf4,hr_leave_policy,Camera bật trong các cuộc họp team.,2026-01-01,2026-06-10T10:02:04.845817+00:00
access_control_sop_66_34a86594ca6ab13d,access_control_sop,Level 1 — Read Only: Áp dụng cho: Tất cả nhân viên mới trong 30 ngày đầu. Phê duyệt: Line Manager. Thời gian xử lý: 1 ngày làm việc.,2026-01-01,2026-06-10T10:02:04.845817+00:00
access_control_sop_67_25bd05f7981fd47f,access_control_sop,Level 2 — Standard Access: Áp dụng cho: Nhân viên chính thức đã qua thử việc. Phê duyệt: Line Manager + IT Admin. Thời gian xử lý: 2 ngày làm việc.,2026-01-01,2026-06-10T10:02:04.845817+00:00
access_control_sop_68_0a7f712ee4942ac7,access_control_sop,"Level 3 — Elevated Access: Áp dụng cho: Team Lead, Senior Engineer, Manager. Phê duyệt: Line Manager + IT Admin + IT Security. Thời gian xử lý: 3 ngày làm việc.",2026-01-01,2026-06-10T10:02:04.845817+00:00
access_control_sop_69_a6b8034bc62c8101,access_control_sop,"Level 4 — Admin Access: Áp dụng cho: DevOps, SRE, IT Admin. Phê duyệt: IT Manager + CISO. Thời gian xử lý: 5 ngày làm việc. Yêu cầu thêm: Training bắt buộc về security policy.",2026-01-01,2026-06-10T10:02:04.845817+00:00
access_control_sop_70_72022051e9d9fb4b,access_control_sop,Bước 1: Nhân viên tạo Access Request ticket trên Jira (project IT-ACCESS).,2026-01-01,2026-06-10T10:02:04.845817+00:00
access_control_sop_71_a8aacc98c2becbd1,access_control_sop,Bước 2: Line Manager phê duyệt yêu cầu trong 1 ngày làm việc.,2026-01-01,2026-06-10T10:02:04.845817+00:00
access_control_sop_72_9204b3eb6b527a24,access_control_sop,Bước 3: IT Admin kiểm tra compliance và cấp quyền.,2026-01-01,2026-06-10T10:02:04.845817+00:00
access_control_sop_73_526a03047c76f6eb,access_control_sop,Bước 4: IT Security review với Level 3 và Level 4.,2026-01-01,2026-06-10T10:02:04.845817+00:00
access_control_sop_74_344b18082c108757,access_control_sop,Bước 5: Nhân viên nhận thông báo qua email khi quyền được cấp.,2026-01-01,2026-06-10T10:02:04.845817+00:00
access_control_sop_75_4a438ce76dfdcb23,access_control_sop,Nhân viên nghỉ việc: Thu hồi ngay trong ngày cuối.,2026-01-01,2026-06-10T10:02:04.845817+00:00
access_control_sop_76_19877ee03422b3b6,access_control_sop,Hết hạn contract: Thu hồi đúng ngày hết hạn.,2026-01-01,2026-06-10T10:02:04.845817+00:00
access_control_sop_77_f3df9659c722a3da,access_control_sop,Chuyển bộ phận: Điều chỉnh trong 3 ngày làm việc.,2026-01-01,2026-06-10T10:02:04.845817+00:00
